Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,date,cluster
64.67,60.58,50.1,66.73,48.22,66.12,64.5,62.05,59.12,64.33,48.87,54.79,61.99,52.86,65.89,60.27,65.17,69.56,65.83,70.36,76.43,73.95,59.96,72.79,82.28,79.72,83.81,82.63,90.44,100.42,90.59,85.16,104.58,101.73,95.49,102.27,116.39,101.66,119.63,112.77,118.09,118.91,120.62,127.05,125.15,98.21,126.58,120.61,127.89,135.7,116.96,121.65,130.9,130.9,118.87,134.69,139.34,116.53,117.93,122.48,134.02,119.6,131.11,107.24,98.81,113.96,113.32,117.84,110.71,100.23,109.4,102.38,94.22,88.3,97.63,89.76,80.19,78.48,84.63,81.55,78.97,84.08,72,72.87,78.94,78.64,74.73,50.94,60.75,65.39,57.89,73.8,73.14,64.29,53.08,56.34,2025-06-19 00:00:00,4
126.24,104.45,116.89,96.54,102.54,117.14,104.89,87.07,111.39,101.87,107.89,119.9,107.07,114.11,129.73,102.34,110.81,119.28,124.4,129.6,131.37,121.28,120.58,132.98,135.86,142.35,130.08,136.61,150.72,155.48,146.71,163.53,163.47,178.99,170.66,172.72,207.48,204.73,204.38,254.99,251.51,280.93,281.54,299.42,301.88,313.27,348.04,357.51,342.04,362.36,352.71,344.23,349.55,331.99,343.27,330.95,346.34,329.43,313.33,313.17,291.57,292.55,291.93,283.61,262.99,257.38,237.92,228.71,207.08,207.32,183.65,183.66,168.68,148.3,141.91,150.23,136.88,140.88,148.89,146.52,141.7,131.7,140.52,136.46,125.29,129.82,114.81,119.41,123.3,104.81,114.17,109.41,116.81,114.01,126.36,108.63,2025-06-20 00:00:00,3
141.61,135.68,125.94,131.54,135.95,127.85,132.73,132.34,131.73,131.84,127.3,138.28,148.54,140.57,135.29,135.47,149.34,146.64,137.74,143.16,146.76,153.57,152.53,151.52,165.5,162.16,172.95,165.54,190.67,190.47,195.87,211.91,204.04,244.98,239.68,235.97,234.1,243.08,262.29,269.02,272.04,280.39,285.87,331.61,356.22,364.05,370.92,378.01,379.45,400.34,405.68,407.21,451.49,447.38,457.74,445.49,464.22,471.41,470.07,458.12,420.37,415.74,421.11,430.11,409.44,394.69,343.78,369.82,327.81,339.02,314.64,298.78,267.66,287.81,266.5,245.74,238.05,239.82,204.74,203.04,206.61,188.23,198.52,168.01,179.9,167.09,166.21,165,161.94,148.33,136.61,132.77,146.07,152.25,129.96,145.55,2025-06-21 00:00:00,3
131.31,138.29,132.8,131.65,130.78,132.2,123.76,128.29,134.64,129.43,130.49,128.44,138.13,149.56,143.09,131.54,133.64,145.54,132.02,136.5,141.87,135.55,151.8,147.74,156.95,166.38,177.53,190.55,179.06,189.08,200.63,191.29,217.72,220.48,223.4,237.16,253.73,237.84,248.61,267.04,268.77,279.13,292.12,315.46,319.36,348.21,349.97,360.78,382.89,388.24,414.69,407.76,425.87,442.84,442.2,453.23,429.8,422.23,436.91,412.22,441.23,408.17,419.31,392.46,382.11,373.24,362.36,358,337.97,300.09,311.41,298.42,279.44,263.16,265.01,248.11,229.01,230.54,202.55,186.26,182.71,181.35,171.74,162.13,177.47,162.84,148.35,152.02,155.48,139.41,149.33,142.4,152.91,127.54,135.01,141.2,2025-06-22 00:00:00,3
108.24,110.07,111.54,97.94,104.52,109.7,106.9,122.25,105.74,107.07,107.97,121.36,126.06,108.36,112.45,118.11,121.81,125.3,124.42,119.47,125.52,121.19,119.44,115.22,128.52,129.01,147.47,147.34,159.06,149.61,153.27,150.81,170.88,180.65,172.55,170.9,193.14,197.57,217.26,236.03,238.67,259.67,283.5,288.9,289.38,310.14,306.27,330.12,314.07,321.85,329.65,315.99,330.34,339.4,317.25,347.47,328.08,302.27,300.5,284.62,292.14,291.17,277.68,266.49,257.86,249.08,240.52,209.51,206.47,205.48,181.11,175.99,155.73,163.77,157.87,149.6,142.56,154.05,143.47,132.36,128.78,116.22,128.13,116.2,140.31,123.51,119.17,146.07,111.62,116.49,118.97,128.06,117.57,100.89,108.9,111.34,2025-06-23 00:00:00,3
103.3,109.93,110.93,92.89,111.9,107.84,112.5,116.53,118.72,115.13,104.25,120.29,111.19,109.78,110.62,103.7,115.95,118,113.01,118.17,121.86,127.41,111.5,122.34,119.31,125.1,117.41,131.59,137.49,140.7,140.14,154.09,148.07,171.88,157.19,163.9,191.01,207.64,207.05,235.52,229.86,244.52,279.62,280.11,279.83,301.09,300.48,314.48,306.52,300.11,309.66,318.28,323.92,329.12,347.15,312.92,300.86,282.95,306.37,284.73,268.95,282.78,262.26,266,240.49,234.31,240.83,192.77,196.76,180.91,170.18,184.36,146.04,150.51,137.94,148.05,138.94,142.87,124.92,131.25,132.76,118.72,126.39,117.91,130.34,118.88,121.24,108.17,113.41,105.16,111.56,94.47,115.87,118.91,108.96,108.32,2025-06-24 00:00:00,3
156.52,152.27,162.64,155.82,177.26,170.28,150.53,158.77,163.38,169.62,161.69,163.74,153.9,172.56,176.27,157.56,180.1,172.92,164.43,173.81,167.85,175.47,184.8,190.21,196.03,207.7,223.81,240.99,283.17,316.85,389.8,418.38,442.72,442.39,419.3,392.51,373.78,359.8,314.08,285.8,303.9,289.31,288.7,285.87,298.17,287.06,309.45,301.76,309.36,305.54,310.52,314.8,312.46,314.5,310.31,304.9,302.03,306.03,283.38,295.81,281.72,295.3,268.97,273.11,298.18,311.1,313.66,332.04,360.6,395.25,416.85,399.22,432.77,411.67,423.5,383.14,323.29,299.68,257.42,237.71,219.04,212.13,197.14,171.34,175.38,204.12,172.78,175.97,172.41,179.42,179.58,184.83,191.93,162.7,169.13,157.95,2025-06-25 00:00:00,2
97.39,85.58,93.17,96.69,96.85,108.6,90.2,108.63,91.57,109.78,103.82,99.83,93.93,112.53,94.67,96.7,107.67,94.58,112.04,109.2,99.96,116.41,103.07,110.38,112.93,127.31,128.62,123.69,138.91,123.5,139.76,151.97,162.3,158.02,163.07,167.63,179.25,180.3,205.41,224.53,241.16,227.32,253.13,263.37,279.7,280.07,295,304.67,286.44,306.18,313.32,318.95,303.65,311.31,310.84,295.95,296.2,289.46,271.86,269.42,252.69,257.67,245.29,244.24,230.16,218.66,230.46,198.18,203.06,187.67,168.98,156.45,153.81,133.94,140.97,131.57,129.68,127.18,118.9,120.19,115.68,119.39,114.84,110.82,101.43,115.45,94.98,118.9,98.46,116.79,102.47,108.79,96.87,93.74,91.93,103.49,2025-06-26 00:00:00,1
94.52,103.31,86.1,93.55,87.62,106.62,83.49,101.13,90.08,98.42,105.85,89.38,86.24,104.72,104.94,104.72,105.93,113.85,95.78,116.63,97.23,94.67,115.12,116.71,119.4,118.25,131.46,125.51,144.21,127.6,140.12,137.33,145,155.18,159.83,167.07,172.62,184.62,201.81,216.8,233.59,245.45,253.94,271.14,262.2,277.67,304.83,286.34,320.93,310.33,325.66,321.94,304.83,305.89,310.39,294.23,304.59,294.18,270.53,286.65,278.96,262.82,245.45,237.73,236.89,219.94,195.83,221.73,192.54,177.87,171.85,148.44,152.66,146.79,135.61,146.67,133.35,120.42,126.29,128.39,119.24,114.43,110.05,115.46,101.61,102.27,116.73,94.45,92.49,109.47,92.71,96.785,100.86,90.73,104.97,94.37,2025-06-27 00:00:00,1
119.85,125.73,109.96,102.88,125.3,121.13,112.03,123.81,115.38,116.09,118.89,120.06,119.69,126.53,131.92,137.14,124.29,115.59,116.34,121.97,133.07,128.25,127.3,138.7,149.47,150.86,163.07,157.93,154.81,153.02,181.03,183.63,192.43,196.7,199.83,199.83,218.81,226.68,239.19,249.83,249.27,265.39,260.95,298.16,297.93,310.86,333.23,350.83,346.2,366.98,366.05,369.11,398.7,416.9,402.76,399.34,401.62,396.06,397.46,398.63,401.14,393.7,379.95,364.68,363.71,336.99,321.33,314.17,307.95,294.66,268.25,243.88,255.55,244.23,231.7,233.89,201.34,193.82,193.31,177.08,173.14,159.44,161.15,154.64,158.3,130.92,130.91,132.35,138.97,137.71,129.82,118.15,128.08,120.65,121.87,121.77,2025-06-28 00:00:00,3
104.01,110.75,126.27,120.69,124.8,122.92,125.54,114.13,113.08,113.43,113.64,117.805,121.97,130.96,118.69,136,112.19,135.2,128.39,134.835,141.28,131.49,137.45,147.07,152.42,154.3,147.71,156.28,173.88,161.94,174.33,196.31,201.87,210.92,218.2,222.92,223.995,225.07,245.48,249.4,257.69,282.38,279.88,302.77,307.54,302.82,330.41,345.52,381.84,374.42,376.13,392.48,403.82,401.76,419.88,391.52,427.4,428.68,400.74,410.59,390.27,408.6,375.82,376.09,364.26,347.19,336.24,313.93,311.6,305.71,285.72,283.77,266.72,248.9,233.88,234.3,217.33,197.6,197.29,183.28,172.28,168.06,175.5,172.73,150.29,157.22,160.21,131.68,128.01,124.28,135.99,141.52,128.62,126.88,131.22,125.65,2025-06-29 00:00:00,3
94.62,120.08,104.96,113.33,108.18,110.98,93.79,110.6,90.52,112.72,117.35,108.92,117.71,112.14,111.07,112.94,103.43,106.39,115.93,118.96,110.99,119.58,118.54,130.19,130.99,148.02,146.31,145.81,130.35,141.16,144.89,152.43,150.48,170.43,172.43,174.1,182.62,213.55,233.39,234.19,254.63,269.74,275.69,279.4,308.34,303.56,316.33,334.7,351.24,336.9,348.81,316.24,327.82,320.62,343.9,328.82,333.51,299.97,297.51,296.25,286.69,272.8,273.28,276.42,265.01,236.8,241.41,217.83,209.62,185.71,173.96,177.39,169.68,152.36,132.24,152,141.31,135.33,140.99,134.16,135.13,141.79,135.31,125.43,136.34,122.48,111.28,108.12,121,114.66,120.77,108.88,122.06,121.65,112.57,90.4,2025-06-30 00:00:00,3
177.41,188.89,180.19,178.14,180.84,182.48,195.03,188.9,184.91,173.14,184.67,187.96,186.07,174.35,193.4,195.52,193.6,193.97,195.72,203.04,179.52,208.69,215.16,222.22,246.92,237.9,250.32,291.47,333.68,400.24,443.45,500.26,521.97,547.63,515.07,480.1,423.25,400.18,354.09,329.35,342.33,316,341.4,346.79,327.7,336.88,343.67,349.75,342.97,340.11,364.28,369.92,364.75,358.55,351.85,343.63,342.52,327.14,348.74,320.79,319.93,334.94,316.8,314.42,324.4,336.42,345.68,375.43,408.09,426.14,493.15,496.04,492.95,489.78,444.65,425.27,385.81,346.35,305.5,270.05,252.61,231.72,224.75,220.45,193.26,217.5,217.68,198.08,199.43,185.89,198.11,196.16,186.33,197.32,181.52,184.19,2025-07-01 00:00:00,2
120,112.2,103.91,112.39,110.54,106.77,106.23,100.03,111.28,111.67,114.14,110.49,107.43,119.6,113.73,110.72,113.26,116.73,121.8,116.47,131.55,137.94,127.46,131.74,127.71,142.07,137.8,140.41,146.86,143.08,141.02,166.22,146.67,176.47,177.93,184.7,207.58,204.18,210.29,243.12,247.47,267.38,271.96,302.34,307.81,328.89,345.66,334.11,346.49,343.82,357.85,352.63,341.71,335.76,341.49,359.94,305.52,314.69,322.29,299.58,298.77,297.85,290.55,272.81,258.68,250.95,236.39,226.88,208.26,210.59,182.58,181.6,169.8,179.09,153.75,142.29,159.73,148.51,137.27,144.58,143.73,142.88,133.84,145.85,132.77,135.17,134.12,132.54,138.85,135.02,109.68,121.19,120.95,118.5,121.13,111.5,2025-07-02 00:00:00,3
94.93,96.37,93.2,106.2,107.91,110.55,109.91,109.75,103.13,108.28,89.22,108.26,102.88,107.79,109.06,119.16,99.63,129.1,117.24,111.74,106.87,116.07,124.19,119.79,122.47,131.39,148.09,157.48,137.66,165.42,150.18,144.17,166.39,162.3,168.78,160.02,180.92,192.39,222.45,226.56,244.41,265.1,280.24,288.07,311.72,295.78,319.38,325.54,314.39,323.53,344.44,326.83,320.43,322.24,334.22,354.73,326.66,320.79,313.98,295.33,287.53,273.74,267.79,259.78,263.35,239.64,233.57,213.21,206.31,198.56,177.09,183.03,152.95,153.23,167.47,146.72,142.57,136.17,132.31,127.63,138.27,125.48,132.12,134.59,124.73,122.4,112.15,122.49,116.51,108.33,116.21,114.49,104.42,106.62,107.03,102.38,2025-07-03 00:00:00,3
103.7,104.82,94.71,108.92,107.87,98.75,98.41,106.5,94.84,109.44,97.8,106.45,103.19,98.06,88.75,104.42,113.01,100.9,109.69,116.28,117.715,119.15,122.49,116.91,126.83,107.54,125.89,115.51,135.09,136.73,136.92,131.2,136.26,166.3,155.19,168.63,171.85,185.35,197.69,218.78,231.25,252.76,262.9,276.36,289.07,303.78,289.06,312.53,292.46,318.2,334.14,319.96,304.91,317.14,331.06,289.31,297.73,309.45,282.64,288.36,280.48,251.69,259.9,245.86,253.61,232.31,225.55,215.69,194.73,173.64,163.46,173.06,150.26,142.61,139.69,135.53,119.96,126.32,128.41,133.05,121.67,135.59,127.7,106.54,109.49,117.41,116.85,116.98,108.86,102.53,93.93,104.49,93.37,120.98,96.56,97.78,2025-07-04 00:00:00,3
119.29,120.78,125.14,109.75,107.84,116.55,124.85,109.44,118.56,113.49,107.67,106.39,116.02,120.71,121.95,119.6,120.6,130.38,126.15,132.4,137.15,143.69,134.05,135.81,136.87,138.63,140.88,152.8,148.16,177.27,185.97,177.94,179.43,190.22,191.48,218.59,217.2,227.57,224.02,234.73,244.27,249.6,259.72,294.69,282.72,316.72,319.95,324.13,344.1,355.05,359.3,375.34,381.76,387.25,387.29,383.64,406.92,409.97,391.97,382.81,356.48,373.09,359.27,344.62,354.3,335.22,306.69,297.85,287.1,275.61,256.24,257.62,245.65,232.67,227.47,222.77,213.55,198.76,175.72,192.92,168.8,162.64,156.58,160.53,157.59,132.53,132.58,139.7,131.27,127.66,128.03,127.51,122.49,116.4,131.19,110.76,2025-07-05 00:00:00,3
114.68,110.76,104.2,122.89,108.92,108.81,109.24,107.61,108.96,112.96,118.96,105.91,119.85,117.23,106.37,114.68,111.38,119.35,135.69,123.22,130.05,118.06,124.42,138.63,131.82,136.86,149.62,161.13,168.59,162.16,172.05,180.32,179.65,196.73,203.07,205.63,219.15,210.9,211.72,254.03,223.11,255.01,278.59,263.43,285.26,297.59,309.68,331.24,339.11,365.82,354.19,350.66,380.45,380.09,368.29,372.72,387.94,368.09,377.49,381.13,377.88,358.98,352.24,359.03,349.48,333.68,330.2,296.04,294.6,293.39,256.16,246.02,234.85,231.02,215.01,208.07,207.06,185.04,182.35,176.95,178.03,171.79,150.24,144.44,147.31,138,136.24,129.71,141.86,117.6,119.02,127.51,129.98,115.18,111.97,116.74,2025-07-06 00:00:00,3
91.22,92.67,92.76,103.76,101.67,96.95,91.5,111.33,96.63,92.52,98.01,108.49,102.76,106.29,95.9,109.3,103.56,110.82,106.53,114.07,112.8,122.89,110.03,106.77,115.02,117.68,127.3,125.16,126.8,129.18,132.98,150.08,148.42,166.69,154.97,172.28,161.66,179.25,203.2,205.41,220.96,226.5,253.57,262.82,289.28,298.32,282.48,298.24,291.08,307.89,314.6,314.1,299.83,302.96,301.46,292.81,295.55,274.16,270.55,274.26,260.48,264.49,263.86,245.94,215.01,215.46,214.9,202.34,181.31,163.77,164.35,152.43,150.61,151.9,139.05,126.14,124.76,135.23,138.04,134.95,122.55,123.99,113.08,116.92,121.9,118.67,109.65,101.7,109.29,106.5,106.21,96.32,98.28,95.72,105.79,97.71,2025-07-07 00:00:00,1
64.7,61.97,58.48,61.48,52.02,76.06,73.52,52.17,61.49,65.18,62.41,52.45,70.07,62.53,65.44,64.19,67.29,56.19,76.97,67.77,60.44,75.01,60.76,67.48,66.67,69.7,87.26,81.79,90.11,82.54,78.08,82.85,79.79,78.19,97.22,106.49,101.18,95.87,113.75,110.31,101.55,108.46,99.12,125.82,108.63,117.04,112.48,127.88,132.41,124.43,122.33,113.33,131.19,111.03,111.45,118.21,116.81,117.8,113.37,119.33,126.58,134.36,120.06,118.87,122.55,106.75,113.85,99.56,97.59,96.69,112.9,103,90.72,84.89,88.68,74.74,92.1,68.82,73.86,79.16,73.36,71.95,70.82,62.71,79.77,63.38,66.32,66.81,71.38,69.54,51.96,63.17,59.47,61.12,54.87,53.87,2025-07-08 00:00:00,4
63.35,61.61,56.73,61.92,59.37,39.41,71.67,58.17,57.46,66.41,63.26,62.49,57.88,74.76,76.39,74,63.9,76.6,72.88,72.83,71.7,71.54,72.02,78.17,69,67.57,85.02,91.06,86.23,95.89,94.31,102.24,106.8,98.11,101.57,102.86,112.79,103.51,127.68,122.35,123.3,109.19,116.98,126.66,126.13,121.44,130.56,131.72,142.3,119.74,130.44,127.06,139.76,116.4,119.41,125.03,139.51,126.96,131.99,125.34,123.22,123.78,125.85,123.09,122.2,115.15,107.3,122.67,108.19,103.65,103.55,113.65,98.89,86.01,92.3,100.71,90.05,81.72,94.16,80.51,76.04,84.39,74,69.35,81.12,74.85,69.54,65.58,64.94,75.97,61.49,54.9,67,73.69,71.98,69.76,2025-07-09 00:00:00,4
105.88,118.59,109.24,108.47,118.25,127.92,128.07,115.21,108.35,111.54,118.5,118.41,125.96,115.85,119.23,114.9,123.44,128.27,128.26,126.88,118.98,143.93,128.9,119.76,132.34,129.35,142.64,146.67,147.4,150.03,166.01,159.49,179.53,168.21,179.3,183.14,199.195,215.25,233.94,253.95,271.74,293.73,290.79,321.88,313.56,313.41,331.01,357.45,356.1,360.11,356.79,373.97,346.9,355.28,341.16,345.4,353.42,331.01,331.06,310.83,311.75,312.98,294.46,288.29,261.33,257.06,264.03,241.91,211.44,208,200.24,197.02,166.04,158.24,163.95,150.33,143.96,155.97,148.21,152.86,139.23,139.12,127.91,113.8,132.69,133.67,135.26,127.7,127.34,122,128.14,130.08,119.65,114.84,127.7,105.09,2025-07-10 00:00:00,3
178.37,184.87,182.46,177.33,183.75,173.58,178.26,176.34,180.21,195.65,192.2,182.46,177.32,185.36,197.13,193.21,201.45,211.13,211.5,206.69,199.87,215.81,209.56,210.03,234.67,241.01,268.14,296.29,351.5,392.14,478.78,531.81,587.02,579.07,530.38,500.77,448.57,391.03,379.27,344.22,339.06,344.31,329.28,329.09,332.31,350.33,344.17,348.26,365.08,365.33,353.56,363.42,365.19,357.92,348.27,364.5,335.68,343.26,347.95,332.72,328.96,324.44,307.74,324.08,340.09,346.17,349,373.9,436.66,458.91,487.19,515.65,502.85,510.58,465.23,420.17,392.44,347.71,320.69,282.27,262.56,242.47,234.27,218.38,212.82,216.04,205.04,201.33,207.7,208.24,200.29,179.32,192.22,194.17,191.91,190.85,2025-07-11 00:00:00,2
150.74,133.61,126.13,128.28,139.82,133.295,126.77,123.31,133.31,129.67,131.39,123.93,133.17,141.98,141.52,140.84,142.6,153.01,135.24,137.78,145.09,150.35,163.52,155.13,161.21,156.8,179.9,182.88,180.75,197.32,203.8,216.85,213.91,240.4,245.27,250.06,258.29,250.02,258.51,278.74,282.77,293.13,299.71,327.71,348.98,365.69,357.83,403.93,404.38,430.63,451.73,451.68,450.87,469.45,464.92,467.16,465.63,466.56,471.11,467.22,426.66,447.85,431.24,404.96,411.04,403.12,376.82,352.44,353.77,340.01,315.15,299.24,307.63,295.54,275.81,265.8,246.03,234.93,235.56,207.95,191.98,180.33,193.39,183.27,176.11,170.68,165.57,169.67,161.93,147.89,153.04,137.24,145.92,141.06,145.6,139.53,2025-07-12 00:00:00,3
127,145.45,125.61,142.9,135.28,120,135.3,135.34,133.89,132.51,128.54,147.59,135.33,129.62,124.49,144.07,132.12,131.3,134.11,157.37,146.41,154.58,148.4,153.73,166.47,169.45,172.6,175.97,197.85,176.76,186.49,221.08,221.42,221.52,225.83,226.76,238.13,229.54,257.89,272.57,278.72,278,320.37,335.49,341.21,336.17,363.29,377.42,374.15,398.43,405.04,423.35,443.87,432,434.77,441.43,439.64,450.01,440.91,449.97,421.03,452.73,410.04,403.98,405.2,384.2,390.5,332.82,330.56,319.31,297.71,294.43,269.55,247.62,258.74,249.49,237.53,208.91,208.29,203.64,199.41,181.39,185.22,180.28,174.9,177.72,172.35,169.08,156.09,142.81,156.24,148.63,150.73,130.49,124.8,122.47,2025-07-13 00:00:00,3
98.91,103.36,96.15,106.4,107.72,104.28,97.91,99.82,110.05,111.19,97.66,88.72,112.51,100.05,112.05,111.74,110.27,122.77,114.56,107.8,121.43,113.35,119.14,123.47,108.05,128.97,141.95,142.84,146.97,135.32,152.98,137.72,151.42,164.37,156.17,182.73,190.89,216.64,222.69,228.03,246.7,239.24,271.64,282.89,304.61,301.2,308.1,324.33,311.43,327.14,342.34,320.65,317.96,309.46,317.38,321.57,300.71,303.46,309.69,308.1,277.94,278.45,287.18,262.62,242.07,231.59,248.11,217.32,192.91,200.19,179.1,172.18,165.87,171.11,145.44,153.26,148.3,140.84,130.37,130.41,122.47,137.03,124.33,116.86,130.77,129.35,121.45,114.66,115.05,121.06,122.93,108.89,110.22,108.01,119.29,93.7,2025-07-14 00:00:00,3
161.79,162.53,158.33,162.45,161.36,148.06,155.93,166.22,158.68,157.77,162.37,151.81,167.22,168.86,159.69,176.05,180.49,184.86,178.64,179.88,189.28,198.2,198.15,193.66,196.61,204.57,234.44,277.38,286.81,321.9,389.48,411.89,450.86,466.14,463.1,435.58,405.58,356.84,342.16,302.28,288.79,319.57,290.5,300.76,301.57,302.65,299.47,317.56,332.88,311.42,310.25,335.44,314.55,324.67,331.39,314.09,298.15,314.57,294.01,298.59,312.01,307.58,299.28,280.11,281.79,297.21,314.87,329.78,345.47,391.82,411.51,423.36,451.47,434.27,437.5,369.59,350.5,293.33,267.85,239.89,218.42,206.07,193.76,194.67,181.24,185.48,179.54,183.44,184.18,163.16,167.47,151.29,169.6,174.93,170.39,172.57,2025-07-15 00:00:00,2
97.85,99.02,98.27,103.8,88.43,88.45,86.38,85.17,91.78,99.32,98.73,93.74,96.73,109.16,112.58,94.86,98.02,109.84,98.79,110.8,100.82,106.85,111.94,116.72,114.53,126.21,123.41,141.81,137.1,133.73,134.4,143.26,153.52,158.47,155.1,175.57,186.58,187.64,191.63,192.98,218.13,251.44,255.08,286.2,264.14,270.9,276.4,299.78,307.76,295.51,312,315.22,308.07,314.49,291.73,300.73,290.96,298.69,282.95,264.86,269.94,266.4,254.38,247.54,233.07,222.01,204.07,210.32,212.65,187.14,177.95,153.85,146.28,151.32,143.93,137.74,136.75,128.42,118.72,116.74,121.69,120.56,114.52,115.28,116.28,104.07,105.22,104.72,110.02,103.64,109.13,101.06,98.45,103.89,89.13,96.09,2025-07-16 00:00:00,1
84.9,99.64,89.62,89.92,112.59,102.95,98.04,99.88,97.75,99.14,88.4,93.03,99.41,101.35,98.51,98.04,99.9,107.83,97.63,116.34,116.26,115.54,111.9,121.53,112.31,124.31,119.4,109.23,122.22,127.36,130.05,139.41,145.58,147.01,146.4,156.23,172.99,181.48,201.86,208.32,220.3,241.27,258.41,265.6,279.86,289.75,278.14,305.96,287.76,306.53,304.3,293.69,310.77,332,294.87,296.97,296.98,281.09,255.48,273,261.66,251.49,258.15,241.1,232.59,213.31,208.59,203.36,200.24,173.89,175.91,145.51,140.31,148.58,139.38,116.43,120.9,109.29,117.54,112.56,124.05,128.4,121.32,116.83,110.51,108.28,118.01,101.94,105.82,105.21,95.06,117.02,97.55,99.82,98.69,95.37,2025-07-17 00:00:00,1
59.61,60.9,67.78,62.53,51.4,68.2,69.06,62.68,64.03,51.65,62.9,63.2,49.45,56.31,62.57,60.99,51.26,55.18,58.29,63.46,71.24,69.86,63.26,66.85,75,67.82,73.41,90.3,73.26,70.95,75.46,90.95,78.44,85.27,108.2,101.21,74.68,89.97,106.48,93.45,99.83,104.9,124.22,108.45,105.01,108.83,110.83,112.08,114.3,123.11,113.75,115.27,122.68,115.56,114.91,116.25,116.1,114,114.05,110.09,114.06,114.32,117.3,97.21,110.37,93.63,97.45,114.11,93.6,104.35,96.18,97.42,89.99,89.67,96.29,80.15,77.16,86.8,80.34,81.43,55.83,64.96,71.82,60.49,68.46,65.82,59.98,65.5,63.41,72.51,62.52,57.9,53.43,68.85,60.52,66.26,2025-07-18 00:00:00,4
127.68,118.89,111.68,132.24,115.09,109.76,122.51,118.85,135.93,117.04,117.73,117.94,108.51,125.54,129.36,128.65,126.62,123.71,133.39,129.9,141.06,128.47,145.15,146.71,146.3,140.56,163.44,178.49,171.9,162.8,200.78,199.13,196.37,211.82,213.26,214.04,213.4,244.31,243.49,247.03,269.75,271.945,274.14,293.82,305.15,316.97,340.03,347.41,354.24,376.56,384.38,399.12,401.42,403.62,391.93,430.49,427.7,417.68,408.58,421.64,409.2,396.4,393.78,353.27,370.05,363.65,351.68,308.81,329.75,293.3,294.28,281.81,271.37,257.69,220.51,220.96,230.21,196.31,195.41,198.09,180.41,163.17,148.87,157.24,156.85,155.14,143.09,137.13,140.36,132.85,133.11,135.95,141.84,115.1,116.41,119.87,2025-07-19 00:00:00,3
122.19,127.02,130.61,127.41,131.15,131.43,125.07,123.8,125.04,115.39,119.18,121.47,124.85,127.16,141.83,134.93,126.19,135.47,130.78,130.79,147.26,147.39,140.11,161.59,149.18,161.1,171.02,174.34,186.08,171.71,188.5,183.8,215.76,206.91,227.93,217.46,219.07,237.25,246.94,263.03,275.75,282.02,289.57,300.5,336.31,338.67,336.96,348.82,391.95,405.17,400.23,425.39,431.7,412.57,433.42,422.07,449.73,442.89,421,429.93,436.06,399.6,379.01,392.02,391.32,377.45,378.43,342.07,329.99,321.26,294.51,273.51,270.85,259.45,239.16,237.36,231.55,221.11,214.06,199.32,192.63,178.64,181.32,175.64,165.65,168.73,155.75,152.49,150.86,151.11,136.28,143.86,131.5,128.13,128.59,116.66,2025-07-20 00:00:00,3
169.44,165.27,177.11,191.99,182.3,172.42,178.06,174.34,173.81,176.76,183.21,169.84,188.81,182.85,173.55,200.26,178.53,196.52,208.41,193.64,198.99,208.08,215.04,212.26,233.97,241.84,261.24,291.88,354.41,406.89,425.91,478.01,528.79,557.89,500.18,462.38,420.95,384.63,364.78,345.84,332.78,315.26,323.82,339.53,341.76,354.74,342.26,339.05,351.76,355.82,357.4,355.8,374.54,343.41,344.95,344.15,336.63,348.44,328.66,323.92,328.61,324.5,323.73,318.5,327.52,320.66,352.06,347.63,408.16,418.47,468.63,497.01,505.93,485.47,451.51,398.07,356.09,336.28,306.6,285.27,266.97,234.11,219.67,224.22,214.43,226.22,202.3,210.75,195.71,184.73,190.34,180.53,201.14,187.56,171.28,186.32,2025-07-21 00:00:00,2
116.31,111.01,109.11,104.73,111.85,111.42,110,102.99,116.98,123.75,126.37,118.11,117.76,114.29,116.77,119.75,140.8,117.79,126.61,124.3,142.45,134.72,147.17,138.88,137.02,143.35,143.21,135.09,142.98,164.57,153.54,157.42,162.02,180.45,173.98,199.37,225.95,211.31,236.3,256.18,245.74,276.7,300.62,313.4,334.9,322.69,339.83,357.58,336.96,371.25,359.95,365.24,354.73,354.57,352.64,331.57,321.08,326.24,331.88,332.64,308.13,296.6,288.89,287.41,268.19,255.08,258.56,248.96,229.25,210.17,209.14,180.42,172.43,167.53,162.14,156.82,154.8,158.33,147.68,137.17,142.91,142.81,153.83,139.69,141.38,128.29,138.08,136.14,128.65,134.92,116.74,107.47,123.73,106.07,101.23,132.33,2025-07-22 00:00:00,3
